Rank,Marks,max marks,no of candidates,normalized marks,rank ratio,log rank ratio
18101,93,396,150838,0.2348484848,0.120002917,-0.920808197
18201,92,396,150838,0.2323232323,0.12066588,-0.9184155157
18301,92,396,150838,0.2323232323,0.1213288429,-0.9160359443
18401,92,396,150838,0.2323232323,0.1219918058,-0.91366934
18501,92,396,150838,0.2323232323,0.1226547687,-0.9113155622
18601,91,396,150838,0.2297979798,0.1233177316,-0.9089744726
18701,91,396,150838,0.2297979798,0.1239806945,-0.9066459351
18801,91,396,150838,0.2297979798,0.1246436574,-0.9043298159
18901,91,396,150838,0.2297979798,0.1253066203,-0.9020259832
19001,91,396,150838,0.2297979798,0.1259695833,-0.8997343074
19101,90,396,150838,0.2272727273,0.1266325462,-0.8974546608
19201,90,396,150838,0.2272727273,0.1272955091,-0.8951869177
19301,90,396,150838,0.2272727273,0.127958472,-0.8929309546
19401,90,396,150838,0.2272727273,0.1286214349,-0.8906866497
19501,89,396,150838,0.2247474747,0.1292843978,-0.888453883
19601,89,396,150838,0.2247474747,0.1299473607,-0.8862325367
19701,89,396,150838,0.2247474747,0.1306103237,-0.8840224943
19801,89,396,150838,0.2247474747,0.1312732866,-0.8818236416
19901,89,396,150838,0.2247474747,0.1319362495,-0.8796358656
20001,88,396,150838,0.2222222222,0.1325992124,-0.8774590555
20101,88,396,150838,0.2222222222,0.1332621753,-0.8752931018
20201,88,396,150838,0.2222222222,0.1339251382,-0.8731378967
20301,88,396,150838,0.2222222222,0.1345881011,-0.8709933341
20401,87,396,150838,0.2196969697,0.1352510641,-0.8688593095
20501,87,396,150838,0.2196969697,0.135914027,-0.8667357197
20601,87,396,150838,0.2196969697,0.1365769899,-0.8646224632
20701,87,396,150838,0.2196969697,0.1372399528,-0.86251944
20801,87,396,150838,0.2196969697,0.1379029157,-0.8604265513
20901,86,396,150838,0.2171717172,0.1385658786,-0.8583437001
21001,86,396,150838,0.2171717172,0.1392288415,-0.8562707904
21101,86,396,150838,0.2171717172,0.1398918045,-0.8542077279
21201,86,396,150838,0.2171717172,0.1405547674,-0.8521544193
21301,86,396,150838,0.2171717172,0.1412177303,-0.850110773
21401,85,396,150838,0.2146464646,0.1418806932,-0.8480766983
21501,85,396,150838,0.2146464646,0.1425436561,-0.8460521062
21601,85,396,150838,0.2146464646,0.143206619,-0.8440369084
21701,85,396,150838,0.2146464646,0.1438695819,-0.8420310184
21801,85,396,150838,0.2146464646,0.1445325448,-0.8400343504
21901,84,396,150838,0.2121212121,0.1451955078,-0.8380468202
22001,84,396,150838,0.2121212121,0.1458584707,-0.8360683443
22101,84,396,150838,0.2121212121,0.1465214336,-0.8340988408
22201,84,396,150838,0.2121212121,0.1471843965,-0.8321382285
22301,83,396,150838,0.2095959596,0.1478473594,-0.8301864276
22401,83,396,150838,0.2095959596,0.1485103223,-0.8282433593
22501,83,396,150838,0.2095959596,0.1491732852,-0.8263089457
22601,83,396,150838,0.2095959596,0.1498362482,-0.8243831101
22701,83,396,150838,0.2095959596,0.1504992111,-0.8224657767
22801,83,396,150838,0.2095959596,0.151162174,-0.8205568708
22901,82,396,150838,0.2070707071,0.1518251369,-0.8186563186
23001,82,396,150838,0.2070707071,0.1524880998,-0.8167640474
23101,82,396,150838,0.2070707071,0.1531510627,-0.8148799852
23201,82,396,150838,0.2070707071,0.1538140256,-0.8130040613
23301,82,396,150838,0.2070707071,0.1544769886,-0.8111362055
23401,81,396,150838,0.2045454545,0.1551399515,-0.8092763487
23501,81,396,150838,0.2045454545,0.1558029144,-0.8074244229
23601,81,396,150838,0.2045454545,0.1564658773,-0.8055803605
23701,81,396,150838,0.2045454545,0.1571288402,-0.8037440951
23801,81,396,150838,0.2045454545,0.1577918031,-0.801915561
23901,80,396,150838,0.202020202,0.158454766,-0.8000946935
24001,80,396,150838,0.202020202,0.159117729,-0.7982814284
24101,80,396,150838,0.202020202,0.1597806919,-0.7964757026
24201,80,396,150838,0.202020202,0.1604436548,-0.7946774537
24301,80,396,150838,0.202020202,0.1611066177,-0.7928866199
24401,79,396,150838,0.1994949495,0.1617695806,-0.7911031404
24501,79,396,150838,0.1994949495,0.1624325435,-0.789326955
24601,79,396,150838,0.1994949495,0.1630955064,-0.7875580044
24701,79,396,150838,0.1994949495,0.1637584694,-0.7857962297
24801,79,396,150838,0.1994949495,0.1644214323,-0.784041573
24901,78,396,150838,0.196969697,0.1650843952,-0.7822939771
25001,78,396,150838,0.196969697,0.1657473581,-0.7805533852
25101,78,396,150838,0.196969697,0.166410321,-0.7788197416
25201,78,396,150838,0.196969697,0.1670732839,-0.777092991
25301,78,396,150838,0.196969697,0.1677362468,-0.7753730787
25401,78,396,150838,0.196969697,0.1683992097,-0.7736599509
25501,77,396,150838,0.1944444444,0.1690621727,-0.7719535541
25601,77,396,150838,0.1944444444,0.1697251356,-0.7702538357
25701,77,396,150838,0.1944444444,0.1703880985,-0.7685607437
25801,77,396,150838,0.1944444444,0.1710510614,-0.7668742266
25901,77,396,150838,0.1944444444,0.1717140243,-0.7651942335
26001,77,396,150838,0.1944444444,0.1723769872,-0.7635207141
26101,76,396,150838,0.1919191919,0.1730399501,-0.7618536187
26201,76,396,150838,0.1919191919,0.1737029131,-0.7601928982
26301,76,396,150838,0.1919191919,0.174365876,-0.7585385041
26401,76,396,150838,0.1919191919,0.1750288389,-0.7568903882
26501,76,396,150838,0.1919191919,0.1756918018,-0.7552485033
26601,76,396,150838,0.1919191919,0.1763547647,-0.7536128022
26701,75,396,150838,0.1893939394,0.1770177276,-0.7519832386
26801,75,396,150838,0.1893939394,0.1776806905,-0.7503597666
26901,75,396,150838,0.1893939394,0.1783436535,-0.7487423409
27001,75,396,150838,0.1893939394,0.1790066164,-0.7471309165
27101,75,396,150838,0.1893939394,0.1796695793,-0.7455254491
27201,75,396,150838,0.1893939394,0.1803325422,-0.7439258949
27301,74,396,150838,0.1868686869,0.1809955051,-0.7423322104
27401,74,396,150838,0.1868686869,0.181658468,-0.7407443527
27501,74,396,150838,0.1868686869,0.1823214309,-0.7391622793
27601,74,396,150838,0.1868686869,0.1829843939,-0.7375859483
27701,74,396,150838,0.1868686869,0.1836473568,-0.7360153181
27801,74,396,150838,0.1868686869,0.1843103197,-0.7344503476
27901,73,396,150838,0.1843434343,0.1849732826,-0.7328909962
28001,73,396,150838,0.1843434343,0.1856362455,-0.7313372238
28101,73,396,150838,0.1843434343,0.1862992084,-0.7297889904
28201,73,396,150838,0.1843434343,0.1869621713,-0.7282462568
28301,73,396,150838,0.1843434343,0.1876251342,-0.726708984
28401,73,396,150838,0.1843434343,0.1882880972,-0.7251771335
28501,72,396,150838,0.1818181818,0.1889510601,-0.7236506672
28601,72,396,150838,0.1818181818,0.189614023,-0.7221295474
28701,72,396,150838,0.1818181818,0.1902769859,-0.7206137367
28801,72,396,150838,0.1818181818,0.1909399488,-0.7191031982
28901,72,396,150838,0.1818181818,0.1916029117,-0.7175978954
29001,72,396,150838,0.1818181818,0.1922658746,-0.716097792
29101,71,396,150838,0.1792929293,0.1929288376,-0.7146028524
29201,71,396,150838,0.1792929293,0.1935918005,-0.7131130411
29301,71,396,150838,0.1792929293,0.1942547634,-0.7116283229
29401,71,396,150838,0.1792929293,0.1949177263,-0.7101486633
29501,71,396,150838,0.1792929293,0.1955806892,-0.7086740278
29601,71,396,150838,0.1792929293,0.1962436521,-0.7072043824
29701,70,396,150838,0.1767676768,0.196906615,-0.7057396936
29801,70,396,150838,0.1767676768,0.197569578,-0.7042799279
29901,70,396,150838,0.1767676768,0.1982325409,-0.7028250524
30001,70,396,150838,0.1767676768,0.1988955038,-0.7013750344
30101,70,396,150838,0.1767676768,0.1995584667,-0.6999298416
30201,70,396,150838,0.1767676768,0.2002214296,-0.698489442
30301,69,396,150838,0.1742424242,0.2008843925,-0.6970538039
30401,69,396,150838,0.1742424242,0.2015473554,-0.695622896
30501,69,396,150838,0.1742424242,0.2022103184,-0.6941966871
30601,69,396,150838,0.1742424242,0.2028732813,-0.6927751465
30701,69,396,150838,0.1742424242,0.2035362442,-0.6913582437
30801,69,396,150838,0.1742424242,0.2041992071,-0.6899459486
30901,69,396,150838,0.1742424242,0.20486217,-0.6885382313
30919,69,396,150838,0.1742424242,0.2049815033,-0.6882853261
1,348,360,141699,0.9666666667,0.000007057212824,-5.151366785
101,285,360,141699,0.7916666667,0.0007127784953,-3.147045412
201,266,360,141699,0.7388888889,0.001418499778,-2.848170728
301,254,360,141699,0.7055555556,0.00212422106,-2.67280029
401,245,360,141699,0.6805555556,0.002829942343,-2.548222413
501,237,360,141699,0.6583333333,0.003535663625,-2.451529059
601,231,360,141699,0.6416666667,0.004241384907,-2.372492313
701,225,360,141699,0.625,0.00494710619,-2.305648767
801,221,360,141699,0.6138888889,0.005652827472,-2.247734269
901,216,360,141699,0.6,0.006358548755,-2.196641994
1001,212,360,141699,0.5888888889,0.007064270037,-2.150932708
1101,209,360,141699,0.5805555556,0.00776999132,-2.109579466
1201,206,360,141699,0.5722222222,0.008475712602,-2.071823778
1301,203,360,141699,0.5638888889,0.009181433885,-2.037089489
1401,200,360,141699,0.5555555556,0.009887155167,-2.00492865
1501,198,360,141699,0.55,0.01059287645,-1.974986093
1601,195,360,141699,0.5416666667,0.01129859773,-1.946975453
1701,192,360,141699,0.5333333333,0.01200431901,-1.920662472
1801,190,360,141699,0.5277777778,0.0127100403,-1.895853073
1901,188,360,141699,0.5222222222,0.01341576158,-1.872384668
2001,186,360,141699,0.5166666667,0.01412148286,-1.850119697
2101,184,360,141699,0.5111111111,0.01482720414,-1.828940733
2201,182,360,141699,0.5055555556,0.01553292543,-1.808746743
2301,180,360,141699,0.5,0.01623864671,-1.789450167
2401,178,360,141699,0.4944444444,0.01694436799,-1.770974625
2501,176,360,141699,0.4888888889,0.01765008927,-1.753253094
2601,175,360,141699,0.4861111111,0.01835581056,-1.736226433
2701,173,360,141699,0.4805555556,0.01906153184,-1.719842201
2801,171,360,141699,0.475,0.01976725312,-1.704053677
2901,169,360,141699,0.4694444444,0.0204729744,-1.688819057
3001,168,360,141699,0.4666666667,0.02117869569,-1.67410079
3101,167,360,141699,0.4638888889,0.02188441697,-1.659865019
3201,165,360,141699,0.4583333333,0.02259013825,-1.646081111
3301,163,360,141699,0.4527777778,0.02329585953,-1.632721261
3401,162,360,141699,0.45,0.02400158082,-1.619760153
3501,161,360,141699,0.4472222222,0.0247073021,-1.607174675
3601,160,360,141699,0.4444444444,0.02541302338,-1.594943664
3701,159,360,141699,0.4416666667,0.02611874466,-1.5830477
3801,157,360,141699,0.4361111111,0.02682446595,-1.571468916
3901,156,360,141699,0.4333333333,0.02753018723,-1.560190835
4001,155,360,141699,0.4305555556,0.02823590851,-1.549198234
4101,154,360,141699,0.4277777778,0.02894162979,-1.538477016
4201,153,360,141699,0.425,0.02964735108,-1.528014104
4301,152,360,141699,0.4222222222,0.03035307236,-1.517797343
4401,151,360,141699,0.4194444444,0.03105879364,-1.507815417
4501,150,360,141699,0.4166666667,0.03176451492,-1.498057772
4601,149,360,141699,0.4138888889,0.0324702362,-1.488514552
4701,148,360,141699,0.4111111111,0.03317595749,-1.479176534
4801,147,360,141699,0.4083333333,0.03388167877,-1.470035079
4901,146,360,141699,0.4055555556,0.03458740005,-1.461082083
5001,145,360,141699,0.4027777778,0.03529312133,-1.452309931
5101,144,360,141699,0.4,0.03599884262,-1.443711462
5201,143,360,141699,0.3972222222,0.0367045639,-1.435279932
5301,142,360,141699,0.3944444444,0.03741028518,-1.427008981
5401,141,360,141699,0.3916666667,0.03811600646,-1.418892608
5501,141,360,141699,0.3916666667,0.03882172775,-1.41092514
5601,140,360,141699,0.3888888889,0.03952744903,-1.403101213
5701,139,360,141699,0.3861111111,0.04023317031,-1.395415744
5801,138,360,141699,0.3833333333,0.04093889159,-1.38786392
5901,137,360,141699,0.3805555556,0.04164461288,-1.380441171
6001,136,360,141699,0.3777777778,0.04235033416,-1.373143159
6101,136,360,141699,0.3777777778,0.04305605544,-1.36596576
6201,135,360,141699,0.375,0.04376177672,-1.358905054
6301,134,360,141699,0.3722222222,0.04446749801,-1.351957306
6401,134,360,141699,0.3722222222,0.04517321929,-1.345118958
6501,133,360,141699,0.3694444444,0.04587894057,-1.338386619
6601,132,360,141699,0.3666666667,0.04658466185,-1.331757053
6701,132,360,141699,0.3666666667,0.04729038314,-1.325227167
6801,131,360,141699,0.3638888889,0.04799610442,-1.318794011
6901,130,360,141699,0.3611111111,0.0487018257,-1.312454758
7001,130,360,141699,0.3611111111,0.04940754698,-1.306206708
7101,129,360,141699,0.3583333333,0.05011326827,-1.300047273
7201,128,360,141699,0.3555555556,0.05081898955,-1.293973974
7301,128,360,141699,0.3555555556,0.05152471083,-1.287984437
7401,127,360,141699,0.3527777778,0.05223043211,-1.282076381
7501,126,360,141699,0.35,0.0529361534,-1.27624762
7601,126,360,141699,0.35,0.05364187468,-1.270496053
7701,125,360,141699,0.3472222222,0.05434759596,-1.264819662
7801,124,360,141699,0.3444444444,0.05505331724,-1.259216507
7901,124,360,141699,0.3444444444,0.05575903853,-1.253684724
8001,123,360,141699,0.3416666667,0.05646475981,-1.248222515
8101,123,360,141699,0.3416666667,0.05717048109,-1.242828153
8201,122,360,141699,0.3388888889,0.05787620237,-1.237499973
8301,122,360,141699,0.3388888889,0.05858192366,-1.232236371
8401,121,360,141699,0.3361111111,0.05928764494,-1.227035801
8501,121,360,141699,0.3361111111,0.05999336622,-1.221896769
8601,120,360,141699,0.3333333333,0.0606990875,-1.216817838
8701,119,360,141699,0.3305555556,0.06140480878,-1.211797617
8801,119,360,141699,0.3305555556,0.06211053007,-1.206834764
8901,118,360,141699,0.3277777778,0.06281625135,-1.201927984
9001,118,360,141699,0.3277777778,0.06352197263,-1.197076024
9101,117,360,141699,0.325,0.06422769391,-1.192277671
9201,117,360,141699,0.325,0.0649334152,-1.187531755
9301,116,360,141699,0.3222222222,0.06563913648,-1.182837141
9401,116,360,141699,0.3222222222,0.06634485776,-1.178192733
9501,115,360,141699,0.3194444444,0.06705057904,-1.173597467
9601,115,360,141699,0.3194444444,0.06775630033,-1.169050316
9701,114,360,141699,0.3166666667,0.06846202161,-1.164550281
9801,114,360,141699,0.3166666667,0.06916774289,-1.160096396
9901,113,360,141699,0.3138888889,0.06987346417,-1.155687725
10001,113,360,141699,0.3138888889,0.07057918546,-1.151323358
10101,112,360,141699,0.3111111111,0.07128490674,-1.147002414
10201,112,360,141699,0.3111111111,0.07199062802,-1.142724038
10301,112,360,141699,0.3111111111,0.0726963493,-1.138487398
10401,111,360,141699,0.3083333333,0.07340207059,-1.134291689
10501,111,360,141699,0.3083333333,0.07410779187,-1.130136127
10601,110,360,141699,0.3055555556,0.07481351315,-1.126019951
10701,110,360,141699,0.3055555556,0.07551923443,-1.121942421
10801,109,360,141699,0.3027777778,0.07622495572,-1.117902819
10901,109,360,141699,0.3027777778,0.076930677,-1.113900446
11001,109,360,141699,0.3027777778,0.07763639828,-1.109934621
11101,108,360,141699,0.3,0.07834211956,-1.106004683
11201,108,360,141699,0.3,0.07904784085,-1.102109988
11301,107,360,141699,0.2972222222,0.07975356213,-1.09824991
11401,107,360,141699,0.2972222222,0.08045928341,-1.09442384
11501,107,360,141699,0.2972222222,0.08116500469,-1.090631182
11601,106,360,141699,0.2944444444,0.08187072598,-1.086871359
11701,106,360,141699,0.2944444444,0.08257644726,-1.083143806
11801,105,360,141699,0.2916666667,0.08328216854,-1.079447975
11901,105,360,141699,0.2916666667,0.08398788982,-1.07578333
12001,105,360,141699,0.2916666667,0.08469361111,-1.07214935
12101,104,360,141699,0.2888888889,0.08539933239,-1.068545524
12201,104,360,141699,0.2888888889,0.08610505367,-1.064971358
12301,104,360,141699,0.2888888889,0.08681077495,-1.061426367
12401,103,360,141699,0.2861111111,0.08751649623,-1.057910078
12501,103,360,141699,0.2861111111,0.08822221752,-1.05442203
12601,103,360,141699,0.2861111111,0.0889279388,-1.050961774
12701,102,360,141699,0.2833333333,0.08963366008,-1.047528869
12801,102,360,141699,0.2833333333,0.09033938136,-1.044122888
12901,101,360,141699,0.2805555556,0.09104510265,-1.04074341
13001,101,360,141699,0.2805555556,0.09175082393,-1.037390027
13101,101,360,141699,0.2805555556,0.09245654521,-1.034062339
13201,100,360,141699,0.2777777778,0.09316226649,-1.030759954
13301,100,360,141699,0.2777777778,0.09386798778,-1.027482492
13401,100,360,141699,0.2777777778,0.09457370906,-1.024229578
13501,99,360,141699,0.275,0.09527943034,-1.021000848
13601,99,360,141699,0.275,0.09598515162,-1.017795945
13701,99,360,141699,0.275,0.09669087291,-1.014614519
13801,98,360,141699,0.2722222222,0.09739659419,-1.011456229
13901,98,360,141699,0.2722222222,0.09810231547,-1.008320742
14001,98,360,141699,0.2722222222,0.09880803675,-1.00520773
14101,97,360,141699,0.2694444444,0.09951375804,-1.002116873
14201,97,360,141699,0.2694444444,0.1002194793,-0.9990478579
14301,97,360,141699,0.2694444444,0.1009252006,-0.9960003787
14401,96,360,141699,0.2666666667,0.1016309219,-0.992974135
14501,96,360,141699,0.2666666667,0.1023366432,-0.9899688328
14601,96,360,141699,0.2666666667,0.1030423644,-0.9869841844
14701,95,360,141699,0.2638888889,0.1037480857,-0.9840199078
14801,95,360,141699,0.2638888889,0.104453807,-0.9810757267
14901,95,360,141699,0.2638888889,0.1051595283,-0.9781513706
15001,94,360,141699,0.2611111111,0.1058652496,-0.9752465743
15101,94,360,141699,0.2611111111,0.1065709709,-0.9723610778
15201,94,360,141699,0.2611111111,0.1072766921,-0.9694946263
15301,94,360,141699,0.2611111111,0.1079824134,-0.9666469702
15401,93,360,141699,0.2583333333,0.1086881347,-0.9638178645
15501,93,360,141699,0.2583333333,0.109393856,-0.9610070691
15601,93,360,141699,0.2583333333,0.1100995773,-0.9582143485
15701,92,360,141699,0.2555555556,0.1108052986,-0.9554394718
15801,92,360,141699,0.2555555556,0.1115110198,-0.9526822123
15901,92,360,141699,0.2555555556,0.1122167411,-0.9499423478
16001,91,360,141699,0.2527777778,0.1129224624,-0.9472196601
16101,91,360,141699,0.2527777778,0.1136281837,-0.9445139353
16201,91,360,141699,0.2527777778,0.114333905,-0.9418249633
16301,91,360,141699,0.2527777778,0.1150396263,-0.9391525379
16401,90,360,141699,0.25,0.1157453475,-0.9364964567
16501,90,360,141699,0.25,0.1164510688,-0.9338565211
16601,90,360,141699,0.25,0.1171567901,-0.9312325358
16701,89,360,141699,0.2472222222,0.1178625114,-0.9286243093
16801,89,360,141699,0.2472222222,0.1185682327,-0.9260316535
16901,89,360,141699,0.2472222222,0.1192739539,-0.9234543836
17001,89,360,141699,0.2472222222,0.1199796752,-0.920892318
17101,88,360,141699,0.2444444444,0.1206853965,-0.9183452784
17201,88,360,141699,0.2444444444,0.1213911178,-0.9158130895
17301,88,360,141699,0.2444444444,0.1220968391,-0.9132955792
17401,88,360,141699,0.2444444444,0.1228025604,-0.9107925783
17501,87,360,141699,0.2416666667,0.1235082816,-0.9083039205
17601,87,360,141699,0.2416666667,0.1242140029,-0.9058294424
17701,87,360,141699,0.2416666667,0.1249197242,-0.9033689833
17801,87,360,141699,0.2416666667,0.1256254455,-0.9009223852
17901,86,360,141699,0.2388888889,0.1263311668,-0.8984894928
18001,86,360,141699,0.2388888889,0.1270368881,-0.8960701534
18101,86,360,141699,0.2388888889,0.1277426093,-0.893664217
18201,85,360,141699,0.2361111111,0.1284483306,-0.8912715357
18301,85,360,141699,0.2361111111,0.1291540519,-0.8888919643
18401,85,360,141699,0.2361111111,0.1298597732,-0.88652536
18501,85,360,141699,0.2361111111,0.1305654945,-0.8841715822
18601,85,360,141699,0.2361111111,0.1312712157,-0.8818304926
18701,84,360,141699,0.2333333333,0.131976937,-0.8795019551
18801,84,360,141699,0.2333333333,0.1326826583,-0.8771858359
18901,84,360,141699,0.2333333333,0.1333883796,-0.8748820032
19001,83,360,141699,0.2305555556,0.1340941009,-0.8725903274
19101,83,360,141699,0.2305555556,0.1347998222,-0.8703106808
19201,83,360,141699,0.2305555556,0.1355055434,-0.8680429377
19301,83,360,141699,0.2305555556,0.1362112647,-0.8657869746
19401,83,360,141699,0.2305555556,0.136916986,-0.8635426697
19501,82,360,141699,0.2277777778,0.1376227073,-0.861309903
19601,82,360,141699,0.2277777778,0.1383284286,-0.8590885567
19701,82,360,141699,0.2277777778,0.1390341499,-0.8568785143
19801,82,360,141699,0.2277777778,0.1397398711,-0.8546796616
19901,81,360,141699,0.225,0.1404455924,-0.8524918856
20001,81,360,141699,0.225,0.1411513137,-0.8503150755
20101,81,360,141699,0.225,0.141857035,-0.8481491218
20201,81,360,141699,0.225,0.1425627563,-0.8459939167
20301,81,360,141699,0.225,0.1432684775,-0.8438493541
20401,80,360,141699,0.2222222222,0.1439741988,-0.8417153295
20501,80,360,141699,0.2222222222,0.1446799201,-0.8395917397
20601,80,360,141699,0.2222222222,0.1453856414,-0.8374784832
20701,80,360,141699,0.2222222222,0.1460913627,-0.83537546
20801,79,360,141699,0.2194444444,0.146797084,-0.8332825713
20901,79,360,141699,0.2194444444,0.1475028052,-0.8311997201
21001,79,360,141699,0.2194444444,0.1482085265,-0.8291268104
21101,79,360,141699,0.2194444444,0.1489142478,-0.8270637479
21201,78,360,141699,0.2166666667,0.1496199691,-0.8250104393
21301,78,360,141699,0.2166666667,0.1503256904,-0.822966793
21401,78,360,141699,0.2166666667,0.1510314117,-0.8209327183
21501,78,360,141699,0.2166666667,0.1517371329,-0.8189081262
21601,78,360,141699,0.2166666667,0.1524428542,-0.8168929284
21701,77,360,141699,0.2138888889,0.1531485755,-0.8148870384
21801,77,360,141699,0.2138888889,0.1538542968,-0.8128903704
21901,77,360,141699,0.2138888889,0.1545600181,-0.8109028402
22001,77,360,141699,0.2138888889,0.1552657393,-0.8089243643
22101,77,360,141699,0.2138888889,0.1559714606,-0.8069548608
22201,76,360,141699,0.2111111111,0.1566771819,-0.8049942485
22301,76,360,141699,0.2111111111,0.1573829032,-0.8030424476
22401,76,360,141699,0.2111111111,0.1580886245,-0.8010993793
22501,76,360,141699,0.2111111111,0.1587943458,-0.7991649657
22601,76,360,141699,0.2111111111,0.159500067,-0.7972391301
22701,75,360,141699,0.2083333333,0.1602057883,-0.7953217967
22801,75,360,141699,0.2083333333,0.1609115096,-0.7934128908
22901,75,360,141699,0.2083333333,0.1616172309,-0.7915123386
23001,75,360,141699,0.2083333333,0.1623229522,-0.7896200674
23101,75,360,141699,0.2083333333,0.1630286735,-0.7877360052
23201,74,360,141699,0.2055555556,0.1637343947,-0.7858600813
23301,74,360,141699,0.2055555556,0.164440116,-0.7839922255
23401,74,360,141699,0.2055555556,0.1651458373,-0.7821323687
23501,74,360,141699,0.2055555556,0.1658515586,-0.7802804429
23601,74,360,141699,0.2055555556,0.1665572799,-0.7784363805
23701,73,360,141699,0.2027777778,0.1672630012,-0.7766001151
23801,73,360,141699,0.2027777778,0.1679687224,-0.774771581
23901,73,360,141699,0.2027777778,0.1686744437,-0.7729507135
24001,73,360,141699,0.2027777778,0.169380165,-0.7711374484
24101,73,360,141699,0.2027777778,0.1700858863,-0.7693317226
24201,72,360,141699,0.2,0.1707916076,-0.7675334737
24301,72,360,141699,0.2,0.1714973288,-0.7657426399
24401,72,360,141699,0.2,0.1722030501,-0.7639591604
24501,72,360,141699,0.2,0.1729087714,-0.762182975
24601,72,360,141699,0.2,0.1736144927,-0.7604140244
24701,72,360,141699,0.2,0.174320214,-0.7586522497
24801,71,360,141699,0.1972222222,0.1750259353,-0.756897593
24901,71,360,141699,0.1972222222,0.1757316565,-0.7551499971
25001,71,360,141699,0.1972222222,0.1764373778,-0.7534094052
25101,71,360,141699,0.1972222222,0.1771430991,-0.7516757616
25201,71,360,141699,0.1972222222,0.1778488204,-0.749949011
25301,70,360,141699,0.1944444444,0.1785545417,-0.7482290987
25401,70,360,141699,0.1944444444,0.179260263,-0.7465159709
25501,70,360,141699,0.1944444444,0.1799659842,-0.7448095741
25601,70,360,141699,0.1944444444,0.1806717055,-0.7431098557
25701,70,360,141699,0.1944444444,0.1813774268,-0.7414167637
25801,70,360,141699,0.1944444444,0.1820831481,-0.7397302466
25901,69,360,141699,0.1916666667,0.1827888694,-0.7380502535
26001,69,360,141699,0.1916666667,0.1834945906,-0.7363767341
26101,69,360,141699,0.1916666667,0.1842003119,-0.7347096387
26201,69,360,141699,0.1916666667,0.1849060332,-0.7330489182
26301,69,360,141699,0.1916666667,0.1856117545,-0.7313945241
26401,69,360,141699,0.1916666667,0.1863174758,-0.7297464082
26501,68,360,141699,0.1888888889,0.1870231971,-0.7281045233
26701,68,360,141699,0.1888888889,0.1884346396,-0.7248392586
26801,68,360,141699,0.1888888889,0.1891403609,-0.7232157866
26901,68,360,141699,0.1888888889,0.1898460822,-0.7215983609
27001,68,360,141699,0.1888888889,0.1905518035,-0.7199869365
27101,67,360,141699,0.1861111111,0.1912575248,-0.7183814691
27201,67,360,141699,0.1861111111,0.191963246,-0.7167819149
27301,67,360,141699,0.1861111111,0.1926689673,-0.7151882304
27401,67,360,141699,0.1861111111,0.1933746886,-0.7136003727
27501,67,360,141699,0.1861111111,0.1940804099,-0.7120182993
27601,67,360,141699,0.1861111111,0.1947861312,-0.7104419683
27701,66,360,141699,0.1833333333,0.1954918524,-0.7088713381
27801,66,360,141699,0.1833333333,0.1961975737,-0.7073063676
27901,66,360,141699,0.1833333333,0.196903295,-0.7057470162
28001,66,360,141699,0.1833333333,0.1976090163,-0.7041932438
28101,66,360,141699,0.1833333333,0.1983147376,-0.7026450104
28201,66,360,141699,0.1833333333,0.1990204589,-0.7011022768
28301,65,360,141699,0.1805555556,0.1997261801,-0.699565004
28401,65,360,141699,0.1805555556,0.2004319014,-0.6980331535
28501,65,360,141699,0.1805555556,0.2011376227,-0.6965066872
28601,65,360,141699,0.1805555556,0.201843344,-0.6949855674
28701,65,360,141699,0.1805555556,0.2025490653,-0.6934697567
28801,65,360,141699,0.1805555556,0.2032547866,-0.6919592182
28901,64,360,141699,0.1777777778,0.2039605078,-0.6904539154
29001,64,360,141699,0.1777777778,0.2046662291,-0.688953812
29101,64,360,141699,0.1777777778,0.2053719504,-0.6874588724
29201,64,360,141699,0.1777777778,0.2060776717,-0.6859690611
29301,64,360,141699,0.1777777778,0.206783393,-0.6844843429
29401,64,360,141699,0.1777777778,0.2074891142,-0.6830046833
29501,63,360,141699,0.175,0.2081948355,-0.6815300478
29601,63,360,141699,0.175,0.2089005568,-0.6800604024
29701,63,360,141699,0.175,0.2096062781,-0.6785957136
29901,63,360,141699,0.175,0.2110177207,-0.6756810724
30001,63,360,141699,0.175,0.2117234419,-0.6742310544
30088,63,360,141699,0.175,0.2123374195,-0.6729734649
1,314,360,155538,0.8722222222,0.000006429297021,-5.19183651
101,236,360,155538,0.6555555556,0.0006493589991,-3.187515136
201,221,360,155538,0.6138888889,0.001292288701,-2.888640453
301,209,360,155538,0.5805555556,0.001935218403,-2.713270015
401,199,360,155538,0.5527777778,0.002578148105,-2.588692138
501,192,360,155538,0.5333333333,0.003221077807,-2.491998784
601,186,360,155538,0.5166666667,0.003864007509,-2.412962038
701,182,360,155538,0.5055555556,0.004506937211,-2.346118492
801,177,360,155538,0.4916666667,0.005149866914,-2.288203994
901,173,360,155538,0.4805555556,0.005792796616,-2.237111719
1001,170,360,155538,0.4722222222,0.006435726318,-2.191402433
1101,167,360,155538,0.4638888889,0.00707865602,-2.150049191
1201,163,360,155538,0.4527777778,0.007721585722,-2.112293503
1301,161,360,155538,0.4472222222,0.008364515424,-2.077559214
1401,159,360,155538,0.4416666667,0.009007445126,-2.045398375
1501,156,360,155538,0.4333333333,0.009650374828,-2.015455818
1601,153,360,155538,0.425,0.01029330453,-1.987445178
